Statistical profiling result from profResultNoCLG-v8.log, (11425 ticks, 15 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.1%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      2    0.0%    0.1%  RegExp: ^\{\{~?!-?-?
      2    0.0%    0.1%  RegExp: ^\s*?\r?\n
      2    0.0%    0.1%  RegExp: ^(?:\}\}\}\})
      2    0.0%    0.1%  RegExp: ^(?:\{\{(~)?\s*else\s*(~)?\}\})
      2    0.0%    0.1%  RegExp: ^(?:\{\{(~)?!--)
      2    0.0%    0.1%  RegExp: ^(?:\.(?=([=~}\s\/.)|])))
      2    0.0%    0.1%  RegExp: ^(?:\))
      2    0.0%    0.1%  RegExp: ^(?:-?[0-9]+(?:\.[0-9]+)?(?=([~}\s)])))
      2    0.0%    0.1%  RegExp: ^(?:"(\\["]|[^"])*")
      2    0.0%    0.1%  RegExp: [^\t\x20-\x7e\x80-\xff]
      2    0.0%    0.1%  RegExp: ([ \t]+$)
      2    0.0%    0.1%  LazyCompile: *unput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:429:34
      2    0.0%    0.1%  LazyCompile: *trim_prefix /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:293:23
      2    0.0%    0.1%  LazyCompile: *toString node:buffer:785:46
      2    0.0%    0.1%  LazyCompile: *subarray node:buffer:1118:46
      2    0.0%    0.1%  LazyCompile: *stripFlags /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:52:20
      2    0.0%    0.1%  LazyCompile: *resolveBSONOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/bson.js:53:28
      2    0.0%    0.1%  LazyCompile: *relative node:path:1190:11
      2    0.0%    0.1%  LazyCompile: *quotedString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      2    0.0%    0.1%  LazyCompile: *pushStackLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:877:46
      2    0.0%    0.1%  LazyCompile: *processWaitQueue /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/topology.js:573:26
      2    0.0%    0.1%  LazyCompile: *prepareProgram /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:185:24
      2    0.0%    0.1%  LazyCompile: *lookupOnContext /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      2    0.0%    0.1%  LazyCompile: *invokePartialWrapper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:70:32
      2    0.0%    0.1%  LazyCompile: *get description /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/topology.js:147:20
      2    0.0%    0.1%  LazyCompile: *fromOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/write_concern.js:40:23
      2    0.0%    0.1%  LazyCompile: *createNewLookupObject /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/internal/create-new-lookup-object.js:15:31
      2    0.0%    0.1%  LazyCompile: *concat node:buffer:538:32
      2    0.0%    0.1%  LazyCompile: *command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:246:12
      2    0.0%    0.1%  LazyCompile: *aliasable /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1006:32
      2    0.0%    0.1%  LazyCompile: *accept /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/visitor.js:57:26
      2    0.0%    0.1%  LazyCompile: *MustacheStatement /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      2    0.0%    0.1%  LazyCompile: *FastBuffer node:internal/buffer:958:14
      2    0.0%    0.1%  LazyCompile: *ExpressHandlebars._getTemplateName /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:393:61
      2    0.0%    0.1%  LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:139:61
      2    0.0%    0.1%  LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:130:39
      2    0.0%    0.1%  LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:98:47
      2    0.0%    0.1%  LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:331:47
      2    0.0%    0.1%  Function: ^write /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:454:15
      2    0.0%    0.1%  Function: ^setupParams /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1034:36
      2    0.0%    0.1%  Function: ^send /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/response.js:111:25
      2    0.0%    0.1%  Function: ^ret._setup /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      2    0.0%    0.1%  Function: ^replaceStack /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      2    0.0%    0.1%  Function: ^readFile node:fs:374:18
      2    0.0%    0.1%  Function: ^processPromiseRejections node:internal/process/promises:211:34
      2    0.0%    0.1%  Function: ^processIncomingData /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
