Statistical profiling result from profResultCLG-v8.log, (10074 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    4.3%        LazyCompile: *quotedString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      4   66.7%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      3   75.0%            LazyCompile: *compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1   25.0%            Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2   33.3%          Function: ^pushSource /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      2  100.0%            Function: ^append /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      5    3.5%        Function: ^onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:151:14
      5  100.0%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:62:44
      3   60.0%            LazyCompile: *processIncomingData /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1   20.0%            LazyCompile: *emit node:events:475:44
      1   20.0%            Function: ^emit node:events:475:44
      5    3.5%        Function: ^clone /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:550:17
      5  100.0%          Function: ^completeEndSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:137:40
      5  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:132:52
      4    2.8%        LazyCompile: *pushSource /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      4  100.0%          Function: ^append /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      4  100.0%            LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      4    2.8%        Function: ^readPackage node:internal/modules/cjs/loader:290:21
      3   75.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      1   33.3%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1108:37
      1   33.3%            Function: ^trySelf node:internal/modules/cjs/loader:441:17
      1   33.3%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1108:37
      1   25.0%          Function: ^resolveExports node:internal/modules/cjs/loader:472:24
      1  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      4    2.8%        Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/node_modules/minimatch/minimatch.js:413:9
      4  100.0%          /usr/bin/node
      4  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/node_modules/minimatch/minimatch.js:222:19
      4    2.8%        Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/node_modules/cookie/index.js:48:15
      4  100.0%          Function: ^getcookie /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:529:19
      4  100.0%            Function: ^session /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:179:26
      4    2.8%        Function: ^databaseNamespace /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:429:27
      4  100.0%          Function: ^Msg /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/commands.js:469:16
      3   75.0%            Function: ^command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:246:12
      1   25.0%            LazyCompile: *command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:246:12
      3    2.1%        LazyCompile: *invokePartialWrapper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:70:32
      3  100.0%          Function: ^<anonymous> :1:20
      3  100.0%            Function: ^main /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:207:18
      3    2.1%        Function: ^pipe /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/send/index.js:506:43
      3  100.0%          Function: ^serveStatic /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/serve-static/index.js:72:31
      2   66.7%            LazyCompile: *trim_prefix /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:293:23
      1   33.3%            Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:86:49
      3    2.1%        Function: ^fromString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:369:22
      3  100.0%          Function: ^ns /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:347:12
      2   66.7%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cursor/abstract_cursor.js:437:42
      1   33.3%            LazyCompile: ~measureRoundTripTime /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/monitor.js:280:30
      3    2.1%        Function: ^checkInvalidHeaderChar node:_http_common:232:32
      3  100.0%          Function: ^<anonymous> node:_http_outgoing:564:45
      3  100.0%            Function: ^setHeader node:_http_outgoing:574:57
      3    2.1%        /usr/bin/node
      3  100.0%          Function: ^isValid /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/read_preference.js:133:19
      3  100.0%            Function: ^isValid /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/read_preference.js:149:12
      2    1.4%        LazyCompile: ~isIPv6 node:internal/net:35:16
      2  100.0%          LazyCompile: ~isIP node:internal/net:39:14
      1   50.0%            LazyCompile: ~parseSslOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:229:25
      1   50.0%            LazyCompile: ~lookupAndConnect node:net:1025:26
      2    1.4%        LazyCompile: *reduceToSingleString node:internal/util/inspect:1902:30
      2  100.0%          LazyCompile: *formatRaw node:internal/util/inspect:820:19
      2  100.0%            LazyCompile: *formatValue node:internal/util/inspect:745:21
      2    1.4%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      2    1.4%        LazyCompile: *parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      2  100.0%          Function: ^parseWithoutProcessing /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      2  100.0%            Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      2    1.4%        LazyCompile: *next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      1   50.0%          LazyCompile: *lex /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      1  100.0%            LazyCompile: *parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1   50.0%          Function: ^lex /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      1  100.0%            LazyCompile: *parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      2    1.4%        LazyCompile: *appendEscaped /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      2  100.0%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1   50.0%            LazyCompile: *compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1   50.0%            Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2    1.4%        Function: ^stat node:internal/modules/cjs/loader:151:14
      2  100.0%          Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      2    1.4%        Function: ^splitRoot node:fs:2380:33
      2  100.0%          LazyCompile: *realpathSync node:fs:2426:22
      2  100.0%            Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      2    1.4%        Function: ^splitHost node:tls:164:19
      1   50.0%          Function: ^checkServerIdentity node:tls:274:59
      1  100.0%            Function: ^onConnectSecure node:_tls_wrap:1518:25
      1   50.0%          Function: ^check node:tls:171:15
      1  100.0%            Function: ^wildcard node:tls:319:22
      2    1.4%        Function: ^removeColors node:internal/util:76:22
      2  100.0%          Function: ^isBelowBreakLength node:internal/util/inspect:1878:28
      2  100.0%            Function: ^reduceToSingleString node:internal/util/inspect:1902:30
      2    1.4%        Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      1   50.0%          Function: ^trySelf node:internal/modules/cjs/loader:441:17
      1  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   50.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1108:37
      1  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      2    1.4%        Function: ^processCiphers node:internal/tls/secure-context:91:24
      2  100.0%          Function: ^configSecureContext node:internal/tls/secure-context:120:29
      2  100.0%            Function: ^createSecureContext node:_tls_common:99:29
      2    1.4%        Function: ^invokePartialWrapper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:70:32
      2  100.0%          Function: ^<anonymous> :1:20
      2  100.0%            Function: ^main /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:207:18
      2    1.4%        Function: ^Module node:internal/modules/cjs/loader:172:16
      2  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
      2    1.4%        Function: ^FastBuffer node:internal/buffer:958:14
      2  100.0%          Function: ^alloc node:buffer:362:30
      2  100.0%            Function: ^serialize /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/bson/lib/bson.js:111:19
    136    3.3%      LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     58   42.6%        Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     58  100.0%          Function: ^ret /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
     30   51.7%            Function: ^ExpressHandlebars._renderTemplate /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:321:60
     28   48.3%            Function: ^invokePartial /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:298:23
     56   41.2%        LazyCompile: *compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
     56  100.0%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     33   58.9%            Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     21   37.5%            LazyCompile: *compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2    3.6%            LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:227:47
     10    7.4%        LazyCompile: *compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     10  100.0%          Function: ^ret /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      7   70.0%            Function: ^invokePartial /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:298:23
      3   30.0%            Function: ^ExpressHandlebars._renderTemplate /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      8    5.9%        Function: ^compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      8  100.0%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      8  100.0%            Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      4    2.9%        LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      4  100.0%          LazyCompile: *step /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      3   75.0%            LazyCompile: *fulfilled /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      1   25.0%            LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:30:40
    126    3.0%      Function: ^handleWriteReq node:internal/stream_base_commons:45:24
     75   59.5%        LazyCompile: *_write node:internal/streams/writable:284:16
     75  100.0%          Function: ^Writable.write node:internal/streams/writable:334:36
     62   82.7%            Function: ^ondata node:internal/streams/readable:775:18
     13   17.3%            Function: ^value node:internal/console/constructor:258:20
     51   40.5%        Function: ^writeGeneric node:internal/stream_base_commons:147:22
     51  100.0%          Function: ^Socket._writeGeneric node:net:797:42
     51  100.0%            Function: ^Socket._write node:net:834:35
    116    2.8%      Function: ^TLSSocket.getPeerCertificate node:_tls_wrap:986:50
     99   85.3%        Function: ^onConnectSecure node:_tls_wrap:1518:25
     74   74.7%          LazyCompile: *emit node:events:475:44
     74  100.0%            Function: ^TLSSocket._finishInit node:_tls_wrap:920:43
     25   25.3%          Function: ^emit node:events:475:44
     25  100.0%            Function: ^TLSSocket._finishInit node:_tls_wrap:920:43
     17   14.7%        LazyCompile: ~onConnectSecure node:_tls_wrap:1518:25
     17  100.0%          Function: ^emit node:events:475:44
     15   88.2%            Function: ^TLSSocket._finishInit node:_tls_wrap:920:43
      2   11.8%            LazyCompile: ~TLSSocket._finishInit node:_tls_wrap:920:43
    100    2.4%      Function: ^cpus node:os:133:14
     99   99.0%        Function: ^<anonymous> file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/routes/info.routes.js:6:17
     99  100.0%          Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:86:49
     98   99.0%            Function: ^next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/route.js:116:16
      1    1.0%            LazyCompile: ~next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/route.js:116:16
      1    1.0%        LazyCompile: ~<anonymous> file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/routes/info.routes.js:6:17
      1  100.0%          Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: ~next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/route.js:116:16
     82    2.0%      LazyCompile: *SourceNode_walk /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:221:53
     76   92.7%        LazyCompile: *SourceNode_walk /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:221:53
     74   97.4%          LazyCompile: *SourceNode_walk /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:221:53
     71   95.9%            LazyCompile: *SourceNode_walk /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:221:53
      3    4.1%            Function: ^SourceNode_toString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:318:61
      2    2.6%          Function: ^SourceNode_toString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:318:61
      2  100.0%            /usr/bin/node
      6    7.3%        Function: ^SourceNode_toString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:318:61
      6  100.0%          /usr/bin/node
      6  100.0%            LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     76    1.8%      Function: ^close node:internal/fs/read_file_context:112:8
     76  100.0%        Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27
     74    1.8%      LazyCompile: ~configSecureContext node:internal/tls/secure-context:120:29
     67   90.5%        LazyCompile: ~createSecureContext node:_tls_common:99:29
     67  100.0%          LazyCompile: ~connect node:_tls_wrap:1599:35
     67  100.0%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
      7    9.5%        Function: ^createSecureContext node:_tls_common:99:29
      7  100.0%          Function: ^connect node:_tls_wrap:1599:35
      5   71.4%            Function: ^makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
      1   14.3%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:241:24
      1   14.3%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
     74    1.8%      Function: ^writevGeneric node:internal/stream_base_commons:122:23
     74  100.0%        Function: ^Socket._writeGeneric node:net:797:42
     74  100.0%          Function: ^Socket._writev node:net:829:36
     73   98.6%            Function: ^doWrite node:internal/streams/writable:399:17
      1    1.4%            LazyCompile: ~doWrite node:internal/streams/writable:399:17
     74    1.8%      Function: ^readFileAfterOpen node:fs:311:27
     72    1.7%      LazyCompile: ~SecureContext node:_tls_common:75:23
     38   52.8%        Function: ^createSecureContext node:_tls_common:99:29
     38  100.0%          Function: ^connect node:_tls_wrap:1599:35
     26   68.4%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
     12   31.6%            Function: ^makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
     34   47.2%        LazyCompile: ~createSecureContext node:_tls_common:99:29
     34  100.0%          LazyCompile: ~connect node:_tls_wrap:1599:35
     20   58.8%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
     14   41.2%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:241:24
     71    1.7%      LazyCompile: *next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
     67   94.4%        LazyCompile: *parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
     56   83.6%          Function: ^parseWithoutProcessing /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
     55   98.2%            Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      1    1.8%            LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:227:47
     10   14.9%          LazyCompile: *compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     10  100.0%            Function: ^ret /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    1.5%          LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      4    5.6%        Function: ^lex /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      4  100.0%          LazyCompile: *parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      4  100.0%            Function: ^parseWithoutProcessing /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
     68    1.6%      LazyCompile: *wrap /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:101:22
     29   42.6%        LazyCompile: *generateList /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:143:38
      8   27.6%          LazyCompile: *setupHelperArgs /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      8  100.0%            LazyCompile: *invokeAmbiguous /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      8   27.6%          LazyCompile: *setupHelper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      8  100.0%            Function: ^invokeKnownHelper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:682:48
      8   27.6%          LazyCompile: *objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      8  100.0%            Function: ^objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      4   13.8%          Function: ^objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      4  100.0%            Function: ^objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      1    3.4%          Function: ^functionCall /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:113:38
      1  100.0%            Function: ^invokePartial /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:725:40
      9   13.2%        LazyCompile: *resolvePath /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:492:36
      7   77.8%          LazyCompile: *lookupOnContext /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      7  100.0%            LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   22.2%          Function: ^lookupOnContext /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      2  100.0%            LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      9   13.2%        LazyCompile: *invokeAmbiguous /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
